,start,finish,duration
667,31777.0,31855.0,78.0
668,31779.0,31867.0,88.0
669,31892.0,31953.0,61.0
670,31899.0,31982.0,83.0
671,31901.0,32056.0,155.0
672,31973.0,32027.0,54.0
673,32064.0,32111.0,47.0
674,32084.0,32136.0,52.0
675,32156.0,32214.0,58.0
676,32171.0,32251.0,80.0
677,32189.0,32268.0,79.0
678,32251.0,32305.0,54.0
679,32428.0,32475.0,47.0
680,32508.0,32555.0,47.0
681,32590.0,32637.0,47.0
682,32721.0,32773.0,52.0
683,32734.0,32787.0,53.0
684,32882.0,32929.0,47.0
685,32914.0,32964.0,50.0
686,32966.0,33013.0,47.0
687,33106.0,33164.0,58.0
688,33131.0,33186.0,55.0
689,33185.0,33235.0,50.0
690,33204.0,33258.0,54.0
691,33213.0,33286.0,73.0
692,33287.0,33334.0,47.0
693,33311.0,33372.0,61.0
694,33316.0,33405.0,89.0
695,33318.0,33422.0,104.0
696,33383.0,33451.0,68.0
697,33399.0,33484.0,85.0
698,33587.0,33634.0,47.0
699,33637.0,33684.0,47.0
700,33661.0,33724.0,63.0
701,33755.0,33807.0,52.0
702,33760.0,33837.0,77.0
703,33833.0,33883.0,50.0
704,33897.0,33944.0,47.0
705,33972.0,34019.0,47.0
706,34074.0,34121.0,47.0
707,34113.0,34166.0,53.0
708,34168.0,34215.0,47.0
709,34250.0,34297.0,47.0
710,34284.0,34338.0,54.0
711,34360.0,34407.0,47.0
712,34421.0,34468.0,47.0
713,34491.0,34538.0,47.0
714,34511.0,34563.0,52.0
715,34922.0,34983.0,61.0
716,34933.0,35018.0,85.0
717,34954.0,35026.0,72.0
718,34975.0,35061.0,86.0
719,35035.0,35107.0,72.0
720,35057.0,35131.0,74.0
721,35072.0,35161.0,89.0
722,35137.0,35193.0,56.0
723,35169.0,35225.0,56.0
724,35221.0,35272.0,51.0
725,35260.0,35320.0,60.0
726,35275.0,35385.0,110.0
727,35305.0,35414.0,109.0
728,35351.0,35410.0,59.0
729,35361.0,35503.0,142.0
730,35431.0,35489.0,58.0
731,35465.0,35535.0,70.0
732,35468.0,35569.0,101.0
733,35510.0,35588.0,78.0
734,35565.0,35618.0,53.0
735,35573.0,35647.0,74.0
736,35759.0,35806.0,47.0
737,35801.0,35860.0,59.0
738,35828.0,35891.0,63.0
739,35830.0,35911.0,81.0
740,35875.0,35952.0,77.0
